ID,Parent Company,Acquired Company,Business,Acquisition Date
1012,Ebay,Vivanuncios,Online classifieds,2015-01-01
1013,Ebay,Twice,Secondhand clothing retailer,2015-07-01
1014,Ebay,Cargigi,Inventory management,2016-03-01
1015,Ebay,ExpertMaker,Machine learning,2016-05-01
1016,Ebay,Ticketbis,Online ticket marketplace,2016-05-01
1017,Ebay,SalesPredict,Online commerce,2016-07-01
1018,Ebay,Corrigon,Image recognition,2016-10-01
1019,Ebay,Flipkart,Online commerce,2017-08-01
1020,Ebay,Terapeak,Data tools,2017-12-01
1021,Ebay,Motors.co.uk,Online commerce,2018-10-01
1022,Ebay,"CarsGuide, Autoscout",Online commerce,2020-05-01
1023,Ibm,Mainspring,Business strategy consulting,2001-06-01
1024,Ibm,Informix Corporation,Database software,2001-07-01
1025,Ibm,"CrossWorlds Software, Inc.",Software,2002-01-01
1026,Ibm,Metamerge,Identity management,2002-06-01
1027,Ibm,"Trellisoft, Inc.",Enterprise storage,2002-08-01
1028,Ibm,"Holosofx, Inc.",Business Process Management,2002-09-01
1029,Ibm,PWC Consulting from PricewaterhouseCoopers,Business Consulting and Technology Services,2002-10-01
1030,Ibm,Access360,Software,2002-10-01
1031,Ibm,EADS Matra Datavision,Product lifecycle management,2002-10-01
1032,Ibm,Tarian Software,Records Management,2002-11-01
1033,Ibm,Rational Software Corporation,Software Development,2003-02-01
1034,Ibm,Think Dynamics,Software,2003-05-01
1035,Ibm,Information Laboratory,Software,2003-07-01
1036,Ibm,Aptrix,Software,2003-07-01
1037,Ibm,CrossAccess Corporation,Enterprise Information Integration,2003-10-01
1038,Ibm,"Productivity Solutions, Inc.",Automated Self-Checkout Systems,2003-11-01
1039,Ibm,"Green Pasture Software, Inc.",Content management software,2003-12-01
1040,Ibm,Trigo Technologies,Product information management,2004-04-01
1041,Ibm,Daksh e-Services,BPO Services,2004-04-01
1042,Ibm,Business Continuity Services unit of Schlumberger,IT Services,2004-04-01
1043,Ibm,Candle Corporation,Infrastructure management,2004-06-01
1044,Ibm,Alphablox Corporation,Business Intelligence,2004-07-01
1045,Ibm,Cyanea Systems,Application management software,2004-07-01
1046,Ibm,Venetica,Enterprise Information Integration,2004-10-01
1047,Ibm,Systemcorp ALG Ltd.,Project Portfolio Management (PPM) software,2004-11-01
1048,Ibm,Liberty Insurance Services,Business process services,2004-11-01
1049,Ibm,Maersk Data and DMdata from Maersk,IT Services,2004-12-01
1050,Ibm,KeyMRO,Procurement Services,2004-12-01
1051,Ibm,Systems Research & Development,Identity management,2005-01-01
1052,Ibm,Corio,Application Services,2005-03-01
1053,Ibm,Ascential Software Corporation,Enterprise Information Integration,2005-04-01
1054,Ibm,Gluecode Software,Application Server,2005-05-01
1055,Ibm,Meiosys,Application Management,2005-06-01
1056,Ibm,"PureEdge Solutions, Inc.",Electronic Forms,2005-07-01
1057,Ibm,Isogon Corporation,Asset Management,2005-07-01
1058,Ibm,DWL,Enterprise Information Integration,2005-08-01
1059,Ibm,"DataPower Technology, Inc.",Service Oriented Architecture (SOA),2005-10-01
1060,Ibm,"iPhrase Systems, Inc.",Information management software,2005-11-01
1061,Ibm,Network Solutions Pvt Ltd,IT Services,2005-11-01
1062,Ibm,"Collation, Inc.",Network management,2005-11-01
1063,Ibm,"Bowstreet, Inc.",Portal-based tools,2005-12-01
1064,Ibm,ARGUS Semiconductor Software From INFICON,Semiconductor Manufacturing software,2006-01-01
1065,Ibm,"CIMS Lab, Inc.",IT Financial Management,2006-01-01
1066,Ibm,"Viacore, Inc.",Supply chain optimization,2006-02-01
1067,Ibm,"Micromuse, Inc.",Network management,2006-02-01
1068,Ibm,Language Analysis Systems,Identity management,2006-03-01
1069,Ibm,"BuildForge, Inc.",Software Development,2006-05-01
1070,Ibm,"Unicorn Solutions, Inc.",Metadata management,2006-05-01
1071,Ibm,Rembo Technology,Installation Software,2006-06-01
1072,Ibm,"Webify Solutions, Inc",Service Oriented Architecture software,2006-08-01
1073,Ibm,Global Value Solutions,IT Services,2006-09-01
1074,Ibm,DORANA product line from Ubiquity Pty Limited,Asset Management,2006-10-01
1075,Ibm,MRO Software,Asset Management,2006-10-01
1076,Ibm,FileNet Corporation,Content management software,2006-10-01
1077,Ibm,Internet Security Systems (ISS),Information security,2006-10-01
1078,Ibm,Palisades Technology Partners,Management consulting,2006-10-01
1079,Ibm,"Consul Risk Management, Inc.",Information security,2007-01-01
1080,Ibm,Vallent Corporation,Telecommunications Management,2007-02-01
1081,Ibm,Softek Storage Solutions Corporation,Data Mobility,2007-03-01
1082,Ibm,"BlackDot Networks, Inc.",Enterprise Data Consulting,2007-03-01
1083,Ibm,Unicible,IT Services,2007-04-01
1084,Ibm,Watchfire Corporation,Security Software Testing,2007-07-01
1085,Ibm,WebDialogs,Web conferencing and communications,2007-08-01
1086,Ibm,DataMirror Corporation,Change Data Capture,2007-08-01
1087,Ibm,"Qinnova, Inc.",Internet Protocol Television (IPTV),2007-09-01
1088,Ibm,"Princeton Softech, Inc.",Business Intelligence,2007-09-01
1089,Ibm,NovusCG,Storage Consulting and Technology Services,2007-10-01
1090,Ibm,XIV,Enterprise storage,2008-01-01
1091,Ibm,AptSoft Corporation,Business Intelligence,2008-01-01
1092,Ibm,Solid Information Technology,Database software,2008-01-01
1093,Ibm,Cognos,Business Intelligence,2008-01-01
1094,Ibm,Arsenal Digital Solutions,Data backup services,2008-01-01
1095,Ibm,Net Integration Technologies Inc.,Business Server Software,2008-02-01
1096,Ibm,"Encentuate, Inc.",Enterprise Single Sign-On,2008-03-01
1097,Ibm,Telelogic AB,Enterprise software development,2008-04-01
1098,Ibm,Diligent Technologies,Data De-duplication,2008-04-01
1099,Ibm,FilesX,Application Recovery Software,2008-04-01
1100,Ibm,InfoDyne Corporation,Data Feed Connectors,2008-04-01
1101,Ibm,Platform Solutions,"Mainframe, System Z technologies",2008-07-01
1102,Ibm,ILOG,Business Rules Management Systems,2008-07-01
1103,Ibm,Transitive Corporation,Virtualization Software,2008-11-01
1104,Ibm,Outblaze's E-Mail Service Assets,Online messaging and collaboration,2009-01-01
1105,Ibm,Exeros Assets,Data Discovery Software,2009-05-01
1106,Ibm,SPSS Inc.,Statistical analysis software,2009-07-01
1107,Ibm,Ounce Labs,Source code analysis,2009-07-01
1108,Ibm,RedPill Solutions,Analytics and Optimisation,2009-09-01
1109,Ibm,Guardium,Database monitoring and protection,2009-11-01
1110,Ibm,Lombardi,Business Process Management,2009-12-01
1111,Ibm,"National Interest Security Company, LLC",Public sector consulting,2010-01-01
1112,Ibm,Initiate Systems,Data integrity software,2010-02-01
1113,Ibm,Intelliden Inc.,Network Automation software,2010-02-01
1114,Ibm,Wilshire Credit Corporation Assets,Mortgage Business Processing Services,2010-03-01
1115,Ibm,Cast Iron Systems,Cloud Integration,2010-05-01
1116,Ibm,Sterling Commerce,Business software integration,2010-05-01
1117,Ibm,Coremetrics,Web Analytics,2010-06-01
1118,Ibm,"BigFix, Inc.",Security and IT automation software,2010-07-01
1119,Ibm,Storwize,Data Compression,2010-07-01
1120,Ibm,Datacap,Data capture and Content Management,2010-08-01
1121,Ibm,Unica Corporation,Marketing planning software,2010-08-01
1122,Ibm,OpenPages,Integrated risk management solutions,2010-09-01
1123,Ibm,Netezza,Data warehousing and analytics,2010-09-01
1124,Ibm,BLADE Network Technologies,Networking,2010-09-01
1125,Ibm,PSS Systems,Legal risk management,2010-10-01
1126,Ibm,Clarity Systems,Financial governance,2010-10-01
1127,Ibm,Tririga Inc.,Facility and Real Estate Management,2011-03-01
1128,Ibm,i2 Limited,Intelligence Analytics,2011-08-01
1129,Ibm,Algorithmics Inc.,Risk Management,2011-09-01
1130,Ibm,Q1 Labs,Security Intelligence,2011-10-01
1131,Ibm,Platform Computing,Cluster and Grid Management Software,2011-10-01
1132,Ibm,CÃºram Software,Smarter Cities,2011-12-01
1133,Ibm,DemandTec,Cloud-based Retail Analytics,2011-12-01
1134,Ibm,Emptoris,Supply Chain Analytics,2011-12-01
1135,Ibm,Green Hat (software company),Cloud based software testing,2012-01-01
1136,Ibm,Worklight,Software Development Firm,2012-01-01
1137,Ibm,Varicent,Compensation and Sales Performance Management Software Solutions,2012-04-01
1138,Ibm,Vivisimo,Enterprise Search Software,2012-04-01
1139,Ibm,Tealeaf Technology,Customer Experience Analytics Software,2012-05-01
1140,Ibm,Texas Memory Systems,Solid State Storage,2012-08-01
1141,Ibm,Kenexa Corporation,Human Capital Solutions,2012-08-01
1142,Ibm,Butterfly Software Ltd.,Data Analysis and Migration Software,2012-09-01
1143,Ibm,StoredIQ,Big Data Analysis,2012-12-01
1144,Ibm,Star Analytics,Business Analytics,2013-02-01
1145,Ibm,UrbanCode,Software delivery automation,2013-04-01
1146,Ibm,SoftLayer Technologies,Cloud Computing Infrastructure,2013-06-01
1147,Ibm,CSL International,Cloud Computing,2013-07-01
1148,Ibm,Trusteer,Cyber Security,2013-08-01
1149,Ibm,Daeja Image Systems,Viewer for document management systems,2013-09-01
1150,Ibm,The Now Factory,Mobile Networks Big Data Analytics,2013-10-01
1151,Ibm,Xtify,In-app mobile messaging and push notification tools,2013-10-01
1152,Ibm,Fiberlink Communications,Mobile Device Management,2013-11-01
1153,Ibm,"Aspera, Inc.",Data Transfer Technology,2013-12-01
1154,Ibm,"Cloudant, Inc.",Database-as-a-Service,2014-02-01
1155,Ibm,"Silverpop Systems, Inc.",Behavioral Marketing Automation,2014-04-01
1156,Ibm,Cognea,Cognitive computing (conversational artificial intelligence platform),2014-05-01
1157,Ibm,CrossIdeas,Cloud Security (Identity and Access Governance),2014-07-01
1158,Ibm,Lighthouse Security Group,Cloud Security,2014-08-01
1159,Ibm,AlchemyAPI,"Natural language processing, big data",2015-03-01
1160,Ibm,Blekko,"Web Search Engine, Cognitive Computing",2015-03-01
1161,Ibm,Explorys,Healthcare analytics,2015-04-01
1162,Ibm,Phytel,Health management software,2015-04-01
1163,Ibm,Bluebox,Private Cloud as a Service,2015-06-01
1164,Ibm,Compose Inc.,Database as a Service,2015-07-01
1165,Ibm,Merge Healthcare Inc.,Healthcare imaging software,2015-08-01
1166,Ibm,StrongLoop Inc.,Mobile API capabilities,2015-09-01
1167,Ibm,Meteorix LLC,Consulting services for Workday applications,2015-09-01
1168,Ibm,The Weather Company digital assets,"Weather data sources and analytics, related online and mobile products",2015-10-01
1169,Ibm,"Gravitant, Inc",Cloud brokerage software and cloud management,2015-11-01
1170,Ibm,Cleversafe,Object-based storage software,2015-11-01
1171,Ibm,Clearleap,Cloud-based video management,2015-12-01
1172,Ibm,Iris Analytics,Real time transaction fraud detection,2016-01-01
1173,Ibm,Ustream,Streaming video,2016-01-01
1174,Ibm,Resource/Ammirati,Digital marketing and creative agency,2016-01-01
1175,Ibm,Aperto AG,Digital marketing and creative agency,2016-02-01
1176,Ibm,ecx.io AG,Digital marketing and creative agency,2016-02-01
1177,Ibm,Truven Health Analytics,"Provider of cloud-based healthcare data, analytics and insights",2016-02-01
1178,Ibm,Resilient Systems,"Cyber security, incident response platform",2016-02-01
1179,Ibm,Optevia,Specialist provider of Microsoft Dynamics CRM based solutions and associated services to the public sector,2016-03-01
1180,Ibm,Blue Wolf Group LLC,Salesforce systems integrator and professional services,2016-03-01
1181,Ibm,EZSource,Application discovery and dashboard visualization,2016-06-01
1182,Ibm,Promontory Financial Group,Risk management and regulatory compliance,2016-09-01
1183,Ibm,Sanovi Technologies,Hybrid cloud recovery,2016-10-01
1184,Ibm,Agile 3 Solutions,Information security,2017-02-01
1185,Ibm,Verizon â€“ Cloud services,Cloud services,2017-05-01
1186,Ibm,XCC (division of TIMETOACT),Collaboration software,2017-05-01
1187,Ibm,Cloudigo,Data Center Company,2017-09-01
1188,Ibm,Vivant Digital,Innovation Consultancy,2017-10-01
1189,Ibm,"Armanta, Inc.",Aggregation/analytics software for financial services firms,2018-05-01
1190,Ibm,Oniqua Holdings Pty Ltd.,Intelligent maintenance repair and operations (MRO) solutions,2018-06-01
1191,Ibm,Red Hat,Provider of open source software and solutions,2019-07-01
1192,Ibm,Spanugo,US-based provider of cloud cybersecurity posture management solutions,2020-06-01
1193,Ibm,WDG,IBM to Acquire WDG Automation to Advance AI-Infused Automation Capabilities for Enterprises,2020-07-01
1194,Ibm,TruQua Enterprises,Acquisition enhances IBM's expertise in migrating financial platforms to SAP,2020-11-01
1195,Ibm,Instana,Acquisition continues to advance IBM's Hybrid Cloud and AIOps strategy with Application Performance Management and enterprise Observability capabilities,2020-11-01
1196,Ibm,Expertus Technologies Inc.,Digital payments provider,2020-12-01
1197,Ibm,Nordcloud,Acquisition enhances IBM's Hybrid Cloud Consulting capabilities,2020-12-01
1198,Ibm,7Summits,Acquisition drives digital transformations for Salesforce clients,2021-01-01
1199,Ibm,Taos,Acquisition to expand hybrid cloud consulting services,2021-01-01
1200,Ibm,myInvenio,Acquisition to help Organizations Use AI-powered Automation to Better Streamline Business Processes,2021-04-01
1201,Ibm,Waeg,Acquisition to expand Salesforce consulting services,2021-05-01
1202,Ibm,Turbonomic,Acquisition to expand AAIOps (the use of AI to automate IT Operations) to application and infrastructure observability,2021-06-01
1203,Ibm,BoxBoat Technologies,DevOps consultancy and enterprise Kubernetes certified service provider,2021-07-01
1204,Ibm,"Bluetab Solutions Group, S.L.",Hybrid cloud data and analytics consulting,2021-07-01
1205,Adobe,Emerald City Software,Unknown,1990-03-01
1206,Adobe,BluePoint Technologies,Unknown,1990-06-01
1207,Adobe,LaserTools-Language Tech,Unknown,1992-06-01
1208,Adobe,OCR Systems,Unknown,1992-06-01
1209,Adobe,Aldus Corporation,Unknown,1994-08-01
1210,Adobe,LaserTools,Unknown,1994-09-01
1211,Adobe,Photoshop,Unknown,
1212,Adobe,Frame Technology,Unknown,1995-10-01
1213,Adobe,Ares Software,Unknown,1996-05-01
1214,Adobe,Sandcastle,Unknown,1997-03-01
1215,Adobe,HyWay Ferranti,Unknown,1997-09-01
1216,Adobe,DigiDox,Unknown,1997-09-01
1217,Adobe,GoLive Systems,Unknown,1999-01-01
1218,Adobe,Fotiva,Unknown,2001-12-01
1219,Adobe,Accelio,Unknown,2002-04-01
1220,Adobe,Syntrillium Software,Unknown,2003-05-01
1221,Adobe,Yellow Dragon Software-Tech,Unknown,2003-11-01
1222,Adobe,"Q-Link Technologies, Inc.",Unknown,2004-05-01
1223,Adobe,OKYZ,Unknown,2004-12-01
1224,Adobe,Macromedia,Unknown,2005-12-01
1225,Adobe,Navisware,Unknown,2005-12-01
1226,Adobe,Trade and Technologies France,Unknown,2006-04-01
1227,Adobe,Pixmantec,Unknown,2006-06-01
1228,Adobe,InterAKT,Unknown,2006-09-01
1229,Adobe,Serious Magic Inc.,Unknown,2006-10-01
1230,Adobe,Scene7,Unknown,2007-05-01
1231,Adobe,Virtual Ubiquity,Unknown,2007-10-01
1232,Adobe,YaWah,Unknown,2008-09-01
1233,Adobe,Business Catalyst,Unknown,2009-08-01
1234,Adobe,Omniture,Unknown,2009-09-01
1235,Adobe,Day Software,Unknown,2010-07-01
1236,Adobe,Demdex,Unknown,2011-01-01
1237,Adobe,EchoSign,Unknown,2011-07-01
1238,Adobe,Iridas Technology,Unknown,2011-09-01
1239,Adobe,Nitobi,Unknown,2011-10-01
1240,Adobe,Typekit,Unknown,2011-10-01
1241,Adobe,Auditude,Unknown,2011-11-01
1242,Adobe,Efficient Frontier Technology,Unknown,2011-11-01
1243,Adobe,Behance Inc.,Unknown,2012-12-01
1244,Adobe,Neolane,Unknown,2013-07-01
1245,Adobe,Satellite,Unknown,2013-07-01
1246,Adobe,Aviary,Unknown,2014-09-01
1247,Adobe,Fotolia,Unknown,2015-01-01
1248,Adobe,Mixamo,Unknown,2015-06-01
1249,Adobe,Livefyre,Unknown,2016-05-01
1250,Adobe,TubeMogul,Unknown,2016-11-01
1251,Adobe,Sayspring,Unknown,2018-04-01
1252,Adobe,Uru,Unknown,2018-04-01
1253,Adobe,Magento,Unknown,2018-05-01
1254,Adobe,Marketo,Unknown,2018-09-01
1255,Adobe,Allegorithmic,Unknown,2019-01-01
1256,Adobe,Workfront,Unknown,2020-11-01
1257,Facebook,facebook.com domain name,Unknown,2005-08-01
1258,Facebook,Parakey,Unknown,2007-07-01
1259,Facebook,ConnectU,Unknown,2008-06-01
1260,Facebook,FriendFeed,Unknown,2009-08-01
1261,Facebook,Octazen,Unknown,2010-02-01
1262,Facebook,Divvyshot,Unknown,2010-03-01
1263,Facebook,Friendster patents,Unknown,2010-05-01
1264,Facebook,ShareGrove,Unknown,2010-05-01
1265,Facebook,Zenbe,Unknown,2010-07-01
1266,Facebook,Nextstop,Unknown,2010-07-01
1267,Facebook,Chai Labs,Unknown,2010-08-01
1268,Facebook,Hot Potato,Unknown,2010-08-01
1269,Facebook,Drop.io,Unknown,2010-10-01
1270,Facebook,FB.com domain name,Unknown,2010-11-01
1271,Facebook,Rel8tion,Unknown,2011-01-01
1272,Facebook,Beluga,Unknown,2011-03-01
1273,Facebook,Snaptu,Unknown,2011-03-01
1274,Facebook,RecRec,Unknown,2011-03-01
1275,Facebook,DayTum,Unknown,2011-04-01
1276,Facebook,Sofa,Unknown,2011-06-01
1277,Facebook,MailRank,Unknown,2011-06-01
1278,Facebook,Push Pop Press,Unknown,2011-08-01
1279,Facebook,Friend.ly,Unknown,2011-10-01
1280,Facebook,Strobe,Unknown,2011-11-01
1281,Facebook,Gowalla,Unknown,2011-12-01
1282,Facebook,Caffeinatedmind,Unknown,2012-02-01
1283,Facebook,Instagram,Unknown,2012-04-01
1284,Facebook,Tagtile,Unknown,2012-04-01
1285,Facebook,Glancee,Unknown,2012-05-01
1286,Facebook,Lightbox.com,Unknown,2012-05-01
1287,Facebook,Karma,Unknown,2012-05-01
1288,Facebook,Face.com,Unknown,2012-06-01
1289,Facebook,Spool,Unknown,2012-07-01
1290,Facebook,Acrylic Software,Unknown,2012-07-01
1291,Facebook,Threadsy,Unknown,2012-08-01
1292,Facebook,Atlas Solutions,Unknown,2013-02-01
1293,Facebook,osmeta,Unknown,2013-03-01
1294,Facebook,Storylane (Mixtent),Unknown,2013-03-01
1295,Facebook,Hot Studio,Unknown,2013-03-01
1296,Facebook,Spaceport,Unknown,2013-04-01
1297,Facebook,Parse,Unknown,2013-04-01
1298,Facebook,Monoidics,Unknown,2013-07-01
1299,Facebook,Jibbigo,Unknown,2013-08-01
1300,Facebook,Onavo,Unknown,2013-10-01
1301,Facebook,SportStream,Unknown,2013-12-01
1302,Facebook,Little Eye Labs,Unknown,2014-01-01
1303,Facebook,Branch,Unknown,2014-01-01
1304,Facebook,WhatsApp,Unknown,2014-02-01
1305,Facebook,Oculus VR,Unknown,2014-03-01
1306,Facebook,Ascenta,Unknown,2014-03-01
1307,Facebook,ProtoGeo Oy,Unknown,2014-04-01
1308,Facebook,PrivateCore,Unknown,2014-08-01
1309,Facebook,LiveRail,Unknown,2014-08-01
1310,Facebook,WaveGroup Sound,Unknown,2014-08-01
1311,Facebook,Wit.ai,Unknown,2015-01-01
1312,Facebook,Quickfire Networks,Unknown,2015-01-01
1313,Facebook,"TheFind, Inc.",Unknown,2015-03-01
1314,Facebook,Surreal Vision,Unknown,2015-05-01
1315,Facebook,Endaga,Unknown,2015-10-01
1316,Facebook,Pebbles,Unknown,2015-07-01
1317,Facebook,MSQRD (Masquerade),Unknown,2016-03-01
1318,Facebook,Two Big Ears,Unknown,2016-05-01
1319,Facebook,Nascent Objects,Unknown,2016-09-01
1320,Facebook,Infiniled,Unknown,2016-10-01
1321,Facebook,CrowdTangle,Unknown,2016-11-01
1322,Facebook,Faciometrics,Unknown,2016-11-01
1323,Facebook,Zurich Eye,Unknown,2016-11-01
1324,Facebook,Ozlo,Unknown,2017-07-01
1325,Facebook,Fayteq AG,Unknown,2017-08-01
1326,Facebook,tbh,Unknown,2017-10-01
1327,Facebook,Confirm,Unknown,2018-01-01
1328,Facebook,Bloomsbury AI,Unknown,2018-07-01
1329,Facebook,Redkix,Unknown,2018-07-01
1330,Facebook,Vidpresso,Unknown,2018-08-01
1331,Facebook,Dreambit,Unknown,2018-11-01
1332,Facebook,Chainspace,Unknown,2019-02-01
1333,Facebook,GrokStyle,Unknown,2019-02-01
1334,Facebook,Servicefriend,Unknown,2019-09-01
1335,Facebook,CTRL-labs,Unknown,2019-09-01
1336,Facebook,Packagd,Unknown,2019-09-01
1337,Facebook,Beat Games,Unknown,2019-11-01
1338,Facebook,PlayGiga,Unknown,2019-12-01
1339,Facebook,Sanzaru Games,Unknown,2020-02-01
1340,Facebook,Scape Technologies,Unknown,2020-02-01
1341,Facebook,Giphy,Unknown,2020-05-01
1342,Facebook,Mapillary,Unknown,2020-06-01
1343,Facebook,Ready at Dawn,Unknown,2020-06-01
1344,Facebook,Lemnis Technologies,Unknown,2020-09-01
1345,Facebook,Kustomer,Unknown,2020-11-01
1346,Facebook,Downpour Interactive,Unknown,2021-04-01
1347,Facebook,Unit 2 Games,Unknown,2021-06-01
1348,Facebook,BigBox VR,Unknown,2021-06-01
1349,Facebook,AI.Reverie,Unknown,2021-10-01
1350,Redhat,Atomic Vision,Website design,1999-07-01
1351,Redhat,Delix Computer GmbH-Linux Div,Computers and software,1999-07-01
1352,Redhat,Cygnus Solutions Limited,"gcc, gdb, binutils",2000-01-01
1353,Redhat,Bluecurve,IT management software,2000-05-01
1354,Redhat,Wirespeed Communications,Internet software,2000-08-01
1355,Redhat,Hell's Kitchen Systems,Internet software,2000-08-01
1356,Redhat,C2Net,Internet software,2000-09-01
1357,Redhat,Akopia,Ecommerce websites,2001-02-01
1358,Redhat,Planning Technologies,Consulting,2001-02-01
1359,Redhat,ArsDigita,Assets and employees,2002-02-01
1360,Redhat,NOCpulse,Software,2002-10-01
1361,Redhat,Sistina Software,"GFS, LVM, DM",2003-12-01
1362,Redhat,The Netscape Security-Certain Asts,Certain assets,2004-09-01
1363,Redhat,JBoss,Middleware,2006-06-01
1364,Redhat,MetaMatrix,Information management software,2007-06-01
1365,Redhat,Mobicents,Telecommunications software,2007-06-01
1366,Redhat,Amentra,Consulting,2008-03-01
1367,Redhat,Identyx,Software,2008-06-01
1368,Redhat,Qumranet,"KVM, RHEV, SPICE",2008-09-01
1369,Redhat,Makara,Enterprise software,2010-11-01
1370,Redhat,Gluster,GlusterFS,2011-10-01
1371,Redhat,FuseSource,Enterprise integration software,2012-06-01
1372,Redhat,Polymita,Enterprise software,2012-08-01
1373,Redhat,ManageIQ,Orchestration software,2012-12-01
1374,Redhat,The CentOS Project,CentOS,2014-01-01
1375,Redhat,Inktank Storage,Ceph,2014-04-01
1376,Redhat,eNovance,OpenStack Integration Services,2014-06-01
1377,Redhat,FeedHenry,Mobile Application Platform,2014-09-01
1378,Redhat,Ansible,"Configuration management, Orchestration engine",2015-10-01
1379,Redhat,3scale,API management,2016-06-01
1380,Redhat,Codenvy,Cloud software,2017-05-01
1381,Redhat,Permabit,Data deduplication and compression,2017-07-01
1382,Redhat,CoreOS,Management of containerized application:Container Linux by CoreOS,2018-01-01
1383,Redhat,NooBaa,Cloud storage technology,2018-11-01
1384,Redhat,StackRox,Container management software,2021-01-01
1385,Disney,"Disneyland, Inc.",Unknown,
1386,Disney,"Disneyland, Inc.",Unknown,
1387,Disney,WED Enterprisespark designing and engineering division,Unknown,
1388,Disney,Retlaw Enterprisesparks transportation division,Unknown,
1389,Disney,Wrather Corporation,Unknown,
1390,Disney,Wrather Corporation,Unknown,
1391,Disney,Capital Cities/ABC Inc.,Unknown,1996-02-01
1392,Disney,Starwave,Unknown,1998-04-01
1393,Disney,Infoseek,Unknown,1999-07-01
1394,Disney,Fox Family Worldwide,Unknown,2001-10-01
1395,Disney,The Muppets and Bear in the Big Blue House,Unknown,2004-02-01
1396,Disney,Pixar,Unknown,2006-05-01
1397,Disney,Jetix Europe,Unknown,2008-12-01
1398,Disney,Hulu,Unknown,2009-04-01
1399,Disney,Marvel,Unknown,2009-12-01
1400,Disney,Lucasfilm,Unknown,2012-12-01
1401,Disney,Maker Studios,Unknown,
1402,Disney,BAMTech,Unknown,
1403,Disney,21st Century Fox,Unknown,2019-03-01
1404,Citrix,DataPac Australasia,Server-based computing,1997-09-01
1405,Citrix,Insignia NTrigue,Server-based computing and consumer electronics,1998-03-01
1406,Citrix,APM,Java developer,1998-06-01
1407,Citrix,VDOnet,Internet film broadcasting,1998-07-01
1408,Citrix,Viewsoft,Software developer for web-based application,1999-07-01
1409,Citrix,Innovex Group,Internet consulting company,2000-02-01
1410,Citrix,Sequoia Software Corporation,XML-based portal software developer,2001-05-01
1411,Citrix,Expertcity,GoToMyPC and GoToMeeting platform developer,2004-03-01
1412,Citrix,Net6,SSL VPN technology,2004-12-01
1413,Citrix,Netscaler,Application acceleration hardware vendor,2005-08-01
1414,Citrix,Teros,Firewall vendor,2005-11-01
1415,Citrix,Reflectent,Edgesight desktop applications performance-monitoring software developer.,2006-05-01
1416,Citrix,Orbital Data,WAN optimization,2006-08-01
1417,Citrix,Ardence Inc.,Server provisioning software developer,2007-01-01
1418,Citrix,thinGenius,Load testing software,2007-03-01
1419,Citrix,Aurema]],E-commerce,2007-02-01
1420,Citrix,Caymas Systems,Identity-based access control,2007-06-01
1421,Citrix,QuickTree,XML security,2007-09-01
1422,Citrix,XenSource,Desktop and server virtualization,2007-10-01
1423,Citrix,sepagoPROFILE,Profile management technology developer,2008-05-01
1424,Citrix,Deterministics Network,Software-based scalable secure network acceleration and bandwidth management,2008-03-01
1425,Citrix,Vidsoft,High definition video streaming,
1426,Citrix,Vapps,High definition audio conference call equipment,2008-11-01
1427,Citrix,Paglo Labs,SaaS-based IT management,2010-02-01
1428,Citrix,VMLogix Inc.,Virtualization automation and management,2010-08-01
1429,Citrix,Netviewer,SaaS vendor in collaboration and IT services,2011-02-01
1430,Citrix,EMS-Cortex,Cloud services provisioning and management,2011-02-01
1431,Citrix,Kaviza,Virtual desktop infrastructure (VDI) developer,2011-05-01
1432,Citrix,Cloud.com,Cloud computing,2011-07-01
1433,Citrix,RingCube,Personalized virtual desktop,2011-08-01
1434,Citrix,ShareFile,Enterprise file-sharing solution,2011-10-01
1435,Citrix,App-DNA,Software migration,2011-10-01
1436,Citrix,Apere,Network security,2012-02-01
1437,Citrix,Podio,Cloud-based social network for businesses,2012-04-01
1438,Citrix,Virtual Computer,Virtual desktop technology,2012-05-01
1439,Citrix,Bytemobile,Mobile data and video optimization,2012-07-01
1440,Citrix,Beetil,Cloud-based service desk technology provider,2012-09-01
1441,Citrix,Zenprise,Mobile device management,2013-01-01
1442,Citrix,Byte Squared,iPad document editing,2013-09-01
1443,Citrix,Skytide,iPad document editing,2013-12-01
1444,Citrix,FrameHawk,Mobile delivery of virtual desktop,2014-01-01
1445,Citrix,ScaleXtreme,Application management,2014-05-01
1446,Citrix,Virtual,Android and IOS virtualization,2014-08-01
1447,Citrix,RightSignature,Online signing tools,2014-10-01
1448,Citrix,Solid Instance,Microsoft Windows virtual application delivery,2014-11-01
1449,Citrix,Octoblu,Networking,2014-12-01
1450,Citrix,Sanbolic,Storage virtualization,2015-01-01
1451,Citrix,Grasshopper,Telephone services,2015-04-01
1452,Citrix,Norskale,UEM and application performance optimization,2016-09-01
1453,Citrix,Unidesk,Unknown,2017-01-01
1454,Citrix,Cedexis,Intelligent traffic management,2018-02-01
1455,Citrix,Wrike,Project management,2021-03-01
